source_text,translated_text
Parece que foi vendido um produto indisponivel na loja,商店中似乎缺貨的產品已售出。
TUDO CERTO ENTREGUE NO PRAZO,一切都準時交付
"LUMINÁRIAS LINDAS, CHEGARM ANTES DO PRAZO! ESTÃO DE PARABÉNS!",漂亮的燈，早到了！恭喜你！
Produto entregue antes da data prevista.,產品在預定日期之前交付。
"Só foi entregue apenas um produto, a nota fiscal veio constando apenas um produto, mas a compra foi de dois produtos.",僅交付了一種產品，發票僅包含一種產品，但購買的是兩種產品。
"Produto chegou em duas entregas, ambas dentro do prazo.",產品分兩次交付，均準時抵達。
"Fiquei esperando o produto chegar e nada, mostrava que tava transportando mas nunca saía do mesmo lugar, tive que cancelar a entrega, to esperando pra vê se eu vou ser ressarcido do valor!",等產品到貨了，什麼也沒有，顯示正在運輸中，但一直沒有離開同一個地方，我只好取消發貨，我在等著看能不能報銷金額！
NOTA FISCAL E MERCADORIA NÃO CORRESPONDE AO PRODUTO DO PEDIDO,發票和貨物​​與訂單產品不對應
Adorei o produto e ao processo de compra foi perfeito.,我喜歡這個產品，購買過程也很完美。
Exatamente o q esperava,正是我所期望的
Recebi produto errado,我收到了錯誤的產品
"O produto chegou antes do prazo, chegou em perfeito estado parabens lannister continuem assim",產品提前到達，完好無損，恭喜蘭尼斯特，繼續努力
Os adesivos vieram cortados de forma errada.,貼紙剪得不正確。
"gostei do atendimento, tempo da entrega e qualidade do produto",我喜歡這裡的服務、交貨時間和產品品質
"Comprei a mochila em janeiro, acompanhei status de transporte até 31/01/2018, com previsão de entrega para 14/02/2018 e simplesmente ontem no site o status era de cancelamento do pedido.",我在一月份購買了背包，一直追蹤發貨狀態直到 2018 年 1 月 31 日，預計發貨時間為 2018 年 2 月 14 日，就在昨天，網站上的狀態是取消訂單。
"Eu não recebi os dois produtos falta 
Kit tapetes para cozinha 3 peças pintado à mão - Cru
1 unidade - R$ 35,00 cada","我沒有收到兩件遺失的產品
手繪廚房地毯三件套裝 - 米色
1 件 - 每件 35.00 雷亞爾"
Ótimo produto. Entrega antes do prazo. Super recomendo.,很棒的產品。提前交貨。我強烈推薦它。
Tudo foi entregue nos conformes.,一切都按照規定交付。
produto entregue antes do prazo e de otima qualidade,產品提前交付且品質優良
O produto é exatamente igual a foto q ue eu vi no site,該產品與我在網站上看到的照片一模一樣
"O produto foi entregue em perfeito estado. Houve um pequeno atraso na entrega, mas creio devido ao fim de ano. As coleirinhas são lindas e resistentes. Recomendo.",產品完好無損地交付。交貨略有延遲，但我相信這是由於年底造成的。衣領既美觀又耐用。我推薦。
A loja é ótima. O produto chegou até antes do previsto e bem acondicionado.,這家商店很棒。該產品比預期更早到達，並且包裝完好。
"Comprei 6 cartuchos, recebi apenas 4 unidades após o prazo de entrega, e ate hoje estou tentando entrar em contato para uma solução, mas sem sucesso.",我買了 6 個墨盒，但交貨後只收到了 4 個，直到今天我試圖聯繫解決方案，但沒有結果。
O produto foi entregue antes do prazo . Obrigada por acatar nosso apelo. Nota 10.,產品提前交付。感謝您接受我們的上訴。註10。
"Caixa maravilhosa, super fácil de montar, chegou antes do prazo.",很棒的盒子，超級容易組裝，提前到達。
Poderia ser sedex ao invés de PAC.,它可能是 Sedex 而不是 PAC。
Entregaram produto differente. Quero recever de volta o dinheiro ou o produto conforme meu pedido.,他們提供了不同的產品。我想根據我的要求收回款項或產品。
Tudo certp,一切都好
Do jeito que eu imaginava.... lindas toalhas,正如我想像的那樣......漂亮的毛巾
Preciso trocar meu produto. Eu quero latas de mantimentos e não latas de condimentos.,我需要更換我的產品。我想要罐裝食品雜貨，而不是罐裝調味品。
Peça muito bem feita. Robusta e bonita.,製作精良的作品。堅固又美觀。
"Produto de qualidade,recomendo...",優質產品，我推薦...
Preciso de informaçãoes sobre o pedido que não chegou ainda,我需要有關尚未到達的訂單的信息
Só achei elas bem fraquinhas mesmo com o preço baixo achei que se tratava de uma promoção e não de toalhas pequenas e frágeis,我只是覺得它們真的很弱，即使價格低廉，我認為這是促銷而不是小而易碎的毛巾。
"Boa noite
O único problema foi que a nota fiscal não mostra o pagamento do frete, que deveria.
Grato.
Gilson","晚安
唯一的問題是發票上沒有顯示本應支付的運費。
感激的。
吉爾森"
"A capinha ficou certinha, mas a película é menor que o celular.",外殼很完美，但薄膜比手機小。
Produto chegou correto e no prazo.,產品正確、準時到達。
"Entrega dentro do prazo porem em um determinado lugar eles nem sabiam aonde o produto estava, com isso não passa confiabilidade para o cliente.",按時交貨，但在某個地方他們甚至不知道產品在哪裡，這意味著它無法向客戶傳達可靠性。
O produto chegou antes mesmo da data prevista!!!! Fiquei muito satisfeita com a compra!,產品甚至在預期日期之前就到達了！ ！ ！我對購買感到非常滿意！
"Ainda não recebi o produto. Fiz a compra do produto a 30 dias, e estou muito insatisfeito. Até Agora meu problema não foi resolvido",我還沒有收到產品。我30天前購買了該產品，我非常不滿意。到目前為止我的問題還沒有解決
PRODUTO ENTREGUE ANTES DO PRAZO. RECOMENDO.,產品提前交付。我推薦。
"Muito satisfeita com o produto, porém a entrega demorou um pouco.",對產品非常滿意，但交貨需要一段時間。
"Gostei muito do produto, recomendo .",我真的很喜歡這個產品，我推薦它。
"Esperava uma qualidade melhor, porém é um bom produto.",我期望更好的質量，但這是一個好產品。
"Eu queria lençol branco, mas não existia, então comprei azul. Depois de realizada a compra, disseram que nem o azul existia mais então me sobrou o bege.",我想要白色的床單，但沒有，所以我買了藍色的。買了之後，他們說藍色的已經不存在了，所以我只剩下米色的了。
"Recebi o produto no dia 16/03/2018.
Ocorre que, ao abrir a caixa esperando encontrar duas capas de notebook, conforme a compra que realizei, eu só encontrei uma e ainda um produto de péssima qualidad","我於 2018 年 3 月 16 日收到產品。
原來，當我打開盒子本來想找到兩個筆記本套時，按照我購買的結果，我只找到了一個，而且還是劣質產品。"
Muito bem chegou no prazo e funcionou muito bem recomendo,很好，準時到達，效果很好，推薦
"como uma empresa que se preste a fornecer uma mercadoria de marca internacional, de alto valor agregado e não se dão ao mínimo do trabalho de verificar se o mesmo esta funcionando. respondam a pergunt",作為一家提供高附加價值國際品牌商品的公司，並不費心檢查其是否有效。回答問題
Mercadoria recebida em perfeita ordem e antes do prazo previsto.,貨物在預期截止日期前收到，秩序良好。
Comprei uma pelícola do Moto Z2 Play e veio do Asus ZenFone 4 Selfie. Os tamanhos de tela são diferentes. Sacanagem.,我買了 Moto Z2 Play 皮膚，它來自華碩 ZenFone 4 Selfie。螢幕尺寸不同。放蕩。
O produto é excelente e dessa vez a lannister.com não falhou na entrega.,產品非常出色，lannister.com 這次也沒有失敗。
"o produto veio 100%, testei em 3 dispositivos diferentes e supriu minhas espectativas",產品 100% 合格，我在 3 種不同的設備上進行了測試，並達到了我的期望
"Produto 100 % falsificado , nojento e vergonhoso",100% 假貨、令人厭惡和可恥的產品
"Excelente produto....amei .
Entregue antes da data prevista.","優秀的產品......我喜歡它。
在預定日期之前交付。"
Entregaram antes do prazo. Estou satisfeita com a loja.,他們提前交付了。我對商店很滿意。
"Ajudem a rastrear uma das 3 prateleiras que faltou, só chegaram 2 delas...",幫助找到 3 個丟失的貨架之一，其中只有 2 個到達了...
A loja postou o produto de e mediato o correio demorou um pouco,商店發布了產品，郵件需要一段時間
"Até agora só recebi uma nota fiscal de uma Central para jeep renegade ,mais ate esse momento nada de central nem de jeep nem de elantra",到目前為止，我只收到了吉普叛逆者中心的發票，但到目前為止，沒有收到任何吉普車或伊蘭特中心的發票。
"Como eu disse, o produto não foi entregue no prazo! Foi entregue um mês antes pra minha surpresa e conforto pois minha bb nascerá daqui 15 dias! Comprarei sempre, Obrigada e parabéns!",正如我所說，產品沒有按時交付！提前一個月交付讓我感到驚訝和安慰，因為我的寶寶將在 15 天後出生！我會永遠購買，謝謝你，恭喜你！
Meu produto chegou quebrado não sei como proceder pois acredito que tenha sido quebrado durante o transporte dos correios,我的產品到達時已損壞，我不知道該怎麼辦，因為我相信它在運輸過程中已損壞。
"Recebi no sábado e no mesmo dia utilizei na subida noturna da Pedra da Macela, em Cunha-SP. Ilumina bem, tem foco ajustável, não é muito pesada e tem bom acabamento quando comparada com outras.",我在周六收到了它，同一天我在庫尼亞-SP 的佩德拉達馬塞拉 (Pedra da Macela) 夜間攀登中使用了它。與其他產品相比，它的照明效果很好，具有可調節的焦距，不是很重，並且具有良好的表面效果。
Entendo que o produto nao chegou por motivo de greve doa correios.,據我了解，由於郵政罷工，該產品未到達。
e uma loja muito boa,和一個很好的商店
"Não gostei, achei feia, porém cumpre o q promete, cobre até 80% da luz.
A entrega foi dentro do prazo.","我不喜歡它，我覺得它很醜，但它確實做到了它所承諾的，它覆蓋了高達 80% 的光線。
交貨準時。"
Estou satisfeita com o produto.,我對產品很滿意。
"Comprei no site do baratheon e, no mesmo dia, a nota foi emitida e o relógio foi enviado. Recebi uns 3 dias depois, se muito tempo.",我是在拜拉席恩網站買的，當天就開單了，手錶也寄了。大約三天後我就收到了，如果這是一個很長的時間的話。
Fui aos correios e fui informado que o produto estava ainda em outra cidade estou esperando pela entrega que já passou do prazo e estou precisando com urgência da ecomenda compras a e paga,我去了郵局，被告知該產品仍在另一個城市。我正在等待發貨，已經過了截止日期，我急需電子訂單，已購買並已付款
"Produto entregue muito antes do prazo previsto, em perfeito estado, exatamente o que eu escolhi.",產品提前交付，狀況完美，正是我所選擇的。
"O tecido não era oq eu esperava, parece uma borracha, igual aos plásticos q forravamos as mesas em tempo do colégio. Abri apenas uma e a outra nem abri, por favor me façam a troca deste priduto",布料不是我想像的那樣，它看起來像橡膠，就像我們在學校用來覆蓋桌子的塑膠一樣。我只打開了一個，另一個沒打開，請幫我換這個產品
insatisfeito,不滿
Entrega muito rápida recebir antes da data de entrega amei meu produto chegou em perfeito estado parabéns !,在交貨日期之前收到的交貨非常快，我喜歡它，我的產品完好無損，恭喜！
Dentro do esperado.,正如預期的那樣。
Tive um pós venda excelente através do Sr Renato,雷納托先生為我提供了出色的售後服務
"Achei que era inox, mas é cromado e não é dos melhores, mas pelo preço serve🤔",我以為是不銹鋼的，結果是鍍鉻的，不是最好的，但就價格來說還可以🤔
Compra ágil e entrega rápida. Negociação segura. Recomendo!,敏捷採購，快速交付。安全交易。我推薦！
"A capa é ótima, mas a película não cobre toda a tela.",封面很棒，但電影並沒有覆蓋整個螢幕。
"aparelho util, bom, pratico, poderia ser mais robusto e mais silencioso, na faixa de preço sem concorencia",有用的設備，好，實用，可以更堅固，更安靜，在價格範圍內沒有競爭
"Recebi a mochila antes mesmo do prazo estabelecido. Produto excelente, segue exatamente o que está no anúncio.",我什至在規定的截止日期之前就收到了背包。優秀的產品，正是廣告中的內容。
Encomenda errada,訂單錯誤
Loja Nota 10,筆記10商店
"Entregue muito rápido
Parabéns","交貨速度非常快
恭喜你"
"Comprei 2 capas de travesseiro e um de colchão, mas chegou apenas 1 capa de travesseiro",我買了 2 個枕頭套和一個床墊套，但只到了 1 個枕頭套
Tudo certo. Ótimo produto entregue dentro do prazo.,一切都很好。很棒的產品準時交貨。
"Não recebi o produto, porem no site consta como entregue.",我沒有收到產品，但在網站上顯示已交付。
"Não me entregaram até hoje, alegando que a mercadoria foi roubada.",他們直到今天才交給我，聲稱商品被偷了。
O fornecedor eu recomendo mas a stark NÃO,我推薦供應商，但史塔克不推薦
"Boa qualidade, bom acabamento",品質好，成品好
Cortina fica muito bonita e escurece bastante o ambiente..,窗簾看起來很漂亮，而且使房間變暗很多。
"Produto de boa qualidade e acabamento para o preço que está sendo vendido. Apesar de não ser grande, cabe um notebook de até 17 polegadas confortavelmente. Tem zipers grandes com trilhos robustos.",產品品質優良，表面處理符合所售價格。儘管體積不大，但可以輕鬆容納 17 吋的筆記型電腦。它有大拉鍊和堅固的導軌。
"O produto não foi entregue até hoje, e não obtive nenhuma resposta da loja mesmo depois de enviar vários e-mail.",直到今天產品還沒出貨，發了幾封郵件也沒有收到店家的任何回覆。
Gostei muito de fazer negócio com esta loja.,我真的很喜歡與這家商店做生意。
"super legal o tapete, poderia ser um pouco mais grossinho, mas está ótimo",地毯超酷，可能有點厚，但很棒
"Eu passei MT raiva com esse ""relógio"" e o aplicativo que as vzs funcionava e as vzs n",我對這個“手錶”和有時有效有時無效的應用程式感到非常生氣
"Não veio o produto que eu queria, veio foi outro produto estou chateado com a loja gosto muito da loja lannister mas dessa vez me chateou",我想要的產品沒有來，這是另一種產品，我對商店感到不安，我真的很喜歡蘭尼斯特商店，但這次它讓我感到不安
"Produto bom , e com o preço maravilhoso",好的產品，而且價格優惠
Chegou tudo certo,一切順利到達
O produto não é entregue no prazo.,產品未準時交付。
"Ótimo produto , recomendo",很棒的產品，我推薦
Ainda não recomendaria pq não recebi o produto,我仍然不會推薦它，因為我還沒有收到產品
Produto lindo e de ótima qualidade!,美麗且優質的產品！
"Site dos correios informa que foi entregue, porém o produto não foi entregue.",郵政網站顯示已送達，但產品並未送達。
Produto nao chegou ainda tentei contato para saber como resolver o problema,產品尚未到達我已嘗試與您聯繫以了解如何解決問題
produto bom pelo preço.,物有所值的好產品。
pago na terça e entregue na quinta.,週二付款，週四交付。
"Ótimo
Excelente produto
Chegou no prazo","太棒了
優秀的產品
準時到達"
Recebi os produtos de acordo com pedido e no tempo correto,我按時收到了訂購的產品
ótimo e muito bem embalado,很棒而且包裝得很好
houve erro na entrega do produto. Espero que tudo se regulariza para poder mudar minha avaliação atual,產品交付過程中出現錯誤。我希望一切都能安定下來，這樣我就可以改變我目前的評論。
O site não informou que os cartuchos da impressora HP que comprei eram remanufaturados. Pensei que estava comprando o produto novo original.,網站上並沒有告知我購買的惠普印表機墨盒是再製造的。我以為我買的是原廠新產品。
recebi só no correio,我剛剛收到郵件
Não respeitou o prazo da entrega,不遵守交貨期限
"as toalhas que comprei eram de cores escuras as duas , no entanto veio cor clara .o que eu não queria .",我買的毛巾都是深色的，但收到的是淺色的，這是我不想要的。
"Recebi só 1 de 2 pedidos com o mesmo rastreamento,estou no aguardado para solucionar esse problema.",我只收到了 2 個具有相同追蹤的訂單中的 1 個，我正在等待解決這個問題。
Só não gostei porque tive que ir buscar nos correios sendo que paguei 40r reais de frete,我只是不喜歡它，因為我必須去郵局取它，我支付了 40 雷亞爾的運費。
"O cor e estampa não é igual que a foto,mas ...gostei..",顏色和印刷與照片不一樣，但是...我喜歡它..
"Gostaria de uma posição, já que o prazo de entrega já expirou e meu produto não chegou.",我想要一個職位，因為交貨期限已過，而我的產品尚未到達。
Excelente produto por preço maravilhoso.,優質的產品，優惠的價格。
"Gostei muito 
Só achei muito baixo","我真的很喜歡它
我只是覺得太低了"
Só imaginei que fosse maior a boneca. Mais é legal,我只是想像娃娃會更大。但這很酷
Recebi o produto antes do prazo previsto porém preciso fazer a devolução porque não foi de acordo como eu esperava.,我在預期日期之前收到了產品，但我需要退貨，因為它不符合預期。
Cumpriu com os requisitos e em um prazo menor que o previsto,滿足要求並在比預期更短的時間內完成
Meu produto veio errado a voltage que eu pedi foi 127v e mandaram 220 que nap serve de nada para mim ja solicitei a troca pelo site da lannister mas nap time nenhuma resposta. Me sinto lezado.,我的產品到達錯誤，我訂購的電壓是127v，他們發送了220，這對我來說沒有用，我已經在蘭尼斯特網站上請求換貨，但沒有回复。我感覺被騙了。
"Recebi o produtos no antes do prazo , a comuniçao foi muito boa , consegui aconpanhar meus produtos sem nenhuma dificuldade , sempre comprei no site lannister e pretendo continuar comprando .",我提前收到了產品，溝通非常好，我能夠毫無困難地拿到我的產品，我一直從蘭尼斯特網站購買，並且打算繼續購買。
So não gostei o que ouve com o preço comprei em um dia no outro dia estava 20:00 reais mais barato sem falar que o produto veio com outro nome.me dei mal,我只是不喜歡我聽到的價格，第二天我買了它，價格便宜了 20:00 雷亞爾，更不用說該產品有不同的名稱。
"Atraso na entrega, ainda não recebi e não sou informado o por que do atraso..
Se não receber logo vou cancelar o pedido","交貨延遲，我還沒有收到，也沒有被告知為什麼延遲。
如果我很快沒有收到，我將取消訂單"
Consta entregue mas não recebi! Já chegaram outros que comprei pelo stark também e esse não.,上面寫著已送達，但我還沒收到！我透過史塔克購買的其他東西也到了，但這個沒有。
"Fiz essa compra e recebi meu pedido em dois dias separados, até fiz uma reclamação achando que estava faltando o produto. Acho q deveria ter sido avisado para não criar uma nova situação.",我購買了這次產品並在兩天內收到了訂單，我甚至提出了投訴，認為產品丟失了。我想我應該被警告不要創造新的情況。
Recebi o produto bem antes do prazo final.,我在截止日期前收到了產品。
as especificacao do produto diz cer couro e o que recebi é material alternativo,產品規格上寫著皮革，而我收到的是替代材料
Superou minhas expectativas!!!,超出了我的預期！ ！ ！
Faltou porca e rever manual,缺少螺帽和檢查手冊
chegou ok,到達正常
Rapida entrega otimo produto,快速交貨優質產品
"Uma eternidade apenas para separar o produto para a entrega , aí o prazo estimado de entrega se foi faz dias.",光是把產品分開交付就花了很長時間，預計交貨時間還有幾天。
"O prazo de entrega é enorme. Não voltarei a comprar, pois recebi 17 dias depois do pedido ter sido recebido (vocês terem reconhecido o pagamento).",交貨時間很長。我不會再購買了，因為我是在收到訂單 17 天後才收到的（您已確認付款）。
Produto entregue foi totalmente diferente do pedido,交付的產品與訂購的完全不同
"A composição desse produto comprado, não não é a fórmula original...
Quando fiz o pedido achei que era a fórmula original..
Depois que recebi vi que não era..por isso eu quero devolvê-lo e o estorno","這個購買的產品成分不是原來的配方...
當我下訂單時，我以為這是原始配方。
收到後發現不是…所以想退貨退款"
Produto de ótima qualidade!!!!,優質的產品！ ！ ！
Perfeito...adorei,完美...我喜歡它
"Chegou em perfeitas condições e dentro do prazo estabelecido, produto simplismente maravilhoso.",它在規定的期限內完好無損地到達，簡直是美妙的產品。
Recebi o produto antes do prazo final. Recomeço site,我在截止日期前收到了產品。新的開始網站
Gostei mto,我真的很喜歡它
Estou no agurdo do meu produto,我需要我的產品
Foi entregue bem antes do prazo muito bom isso .,比計劃提前交付了，這非常好。
Dentro do prazo e bem embalado.,準時且包裝完好。
Difícil de resolver um problema na entrega. Comprei 3 itens e foi entregue somente 1 e não tenho com quem falar. Só posso passar email e aguardar resposta.,配送問題很難解決。我買了 3 件商品，但只交付了 1 件，而且沒有人可以跟我說話。我只能發郵件然後等待回覆。
Comprei o controle para ar condicionado da komeco e recebi da Midea.,我從Komeco買了空調控制器，從Midea收到。
"Envio e confirmação de pagamento forma bem rápidas, por sorte o correio brasileiro tbm foi rápido, então recebi antes do prazo.
Produto certinho, original e espero de dure bastante! Rs","運輸和付款確認都很快，幸運的是巴西郵件也很快，所以我在截止日期前收到了。
完美的原創產品，我希望它能持續很久！哈哈"
lindo o modelo,美麗的模特兒
"RECOMENDO , PORÉM FIZ O PEDIDO DE TRES LUMINARIAS E ATE HOJE CHEGARAM SOMENTE 2",我推薦它，但是，我訂購了三盞燈，今天只到了兩盞
"Infelizmente o baratheon teria que ter melhores parceiros, recebi o saca rolha arranhado porque veio pessimamente embalado. Não valeu a pena.",不幸的是，拜拉席恩必須有更好的合作夥伴，我收到的開瓶器被刮傷了，因為它的包裝很差。這是不值得的。
O produto não foi entregado no prazo determinado.,產品未在規定時間內交付。
"É a primeira vez que fiz a compra, e ainda não chegou.. Só quero indicar a partir do momento que tiver o produto em mãos.",這是我第一次購買，還沒到貨。我只是想從你拿到產品的那一刻起就表明這一點。
Muito antes do esperado,比預期早得多
"Produto chegou dentro do prazo.
Produto bom, bem embalado.
Porém, o prazo de entrega do produto era até dia 07/02, ou seja, do dia 10/01, até 07/02, mas chegou dia 30/01.
Um transportadora agilizar","產品準時到達。
好的產品，包裝得很好。
然而，該產品的交貨期限是直到02/07，即從01/10，一直到02/07，但到了01/30。
有快遞加急"
"Excelente alcance.
Só acho que o foco poderia abrir mais.

Entregaram uma semana antes do prazo, muito bom!","範圍極廣。
我只是認為焦點可以更開放。

他們提前一周交貨，非常好！"
"O PRODUTO CHEGOU NA METADE DO PRAZO RECOMENDADO, ESTOU SATISFEITA",產品在推薦時間的一半內到達，我很滿意
Produto muito bom chegou antés do prazo,非常好的產品提早到達
Tudo o!,一切！
faltou produto,產品缺失
Demora do meus produtos já paguei parcela e nada de chegar,我的產品需要很長時間，我已經分期付款了，但還沒到。
"Muito fraquinha essas toalhas...não gostei
nao recomendo....","這些毛巾很脆弱......我不喜歡它們
我不推薦它......"
"Muito lindas, boa qualidade e ótimo preço !!",非常漂亮，品質好，價格優惠！ ！
não recebi...paguei o frete p chegar em casa e nao pra eu ir no correio retirar ...,我沒有收到...我付了運費才能把它帶回家，而不是讓我去郵局拿...
Ótimo produto e entregue antes do previsto.,很棒的產品並提前交付。
"Não posso dar opinião sobre produto pois não recebi, sobre a loja eu não recomendo, pois atrasa as entregas.",我無法對產品發表意見，因為我沒有收到它，我不推薦商店，因為它會延遲交貨。
"Gostei muito,acabamento bom,cor bonita so o tamanho que é maior que eu pensava",我真的很喜歡它，做工很好，顏色漂亮，但尺寸比我想像的要大
"Comprei uma elevação de acento com forro no assento e nos ""braços"". Vocês entregaram sem o forro.",我買了一個座椅立板，座椅和“扶手”上有襯墊。你交付時沒有襯裡。
Produto entregue no prazo em perfeitas condições.,產品按時交付且狀況良好。
"O produto chegou a ser entregue, porém foi recusado, poisja havia cancelado por ter comprado o tamanho errado!",產品已交付，但被拒絕，因為由於購買了錯誤尺寸而被取消！
Encomendei 2 itens só chegou 1.,我訂購了 2 件商品，只到了 1 件。
O produto chegou muito antes do prometido. Superou as expectativas,產品比承諾的時間早到了。超出預期
Chegou antes do prazo .,它在截止日期之前到達。
SUPER RÁPIDO NA ENTREGA.,超快速交貨。
Entrega rápida e produto de ótima qualidade!,快速的交貨和優質的產品！
Fatisfeito com o produto é a entrega,對產品和交貨感到滿意
Apenas uma observação na descrição do produto disse q é 100%algodão o q recebi é 80% algodão somente .e 20%poliester me senti enganada não compraria novamente!,只是在產品描述中看到它說它是 100% 棉，我收到的只是 80% 棉和 20% 滌綸，我感覺被欺騙了，我不會再買了！
Produto totalmente diferente do oferecido.,產品與所提供的完全不同。
"Tenho dúvidas se o problema é com o fornecedor ou com o entregador, pois na operacionalização da compra beleza, já quanto ao tempo de entrega (via correios) tudo atrasado.",我懷疑是供應商的問題還是送貨員的問題，因為在美妝採購的運作過程中，至於送貨時間（透過郵局），一切都被延誤了。
"Chegou bem antes do tempo 
Só a bateria que veio com defeito ,mas de resto tudo certo","提前到達
只有電池有缺陷，其他一切都很好。"
"produto de qualidade. Ainda não testei, pois o celular que comprei junto ainda não foi entregue",優質的產品。我還沒有測試過，因為我一起買的手機還沒有發貨。
Pedi e chegou no tempo e o produto certo!,我訂購了，它準時到達，並且是正確的產品！
"Como sempre vcs estão de parabéns!!!
Muito obrigada pela atenção!!","一如既往，你應該受到祝賀！
非常感謝您的關注！ ！"
"Chegou, mas somente a caminha. Estou no aguardo da coleira e do bebedor. Por enquanto nem me avisaram que seria enviado depois. Nem um contato da parte dos vendedores.",Chegou，mas somente a caminha。 Estou no aguardo da coleira e do bebedor。到目前為止，他們甚至沒有告訴我稍後會發送。 Nem um contato daparte dos vendadores。
AINDA NÃO INSTALEI AINDA...MAIS TIVE EXCELENTE INDICAÇÃO,我還沒有安裝......但我有很好的建議
"O produto chegou antes do esperado, e cumpre com as expectativas",產品比預期更早到達並符合預期
"Comprei uma lanterna holofote,que foi entregue com defeito, e quando tentei acionar a troca de produto não consegui falar com ninguém da loja então eu não recomendo esse sait pra ninguém,",我買了一個聚光手電筒，但交貨時有缺陷，當我試圖要求更換產品時，我無法與商店中的任何人交談，因此我不向任何人推薦此套件，
"O produto foi entregue antes do prazo, porém não site não fala sobre a qualidade do produto que é bem baixa...",產品提前交付，但網站不講產品質量，很低…
Eu ainda não recebi o produto.,我還沒有收到產品。
"Insatisfeita apenas em ter tido que ir retirar nas agências dos Correios, uma vez que paguei pelo frete.",我只是不滿意必須去郵局取貨，因為我支付了運費。
"Comprei uma cadeira, recebi no prazo, porém a cadeira veio quebrada na parte inferior. Poderiam ter um maior cuidado na embalagem.",我買了一張椅子，按時收到，但椅子底部壞了。他們本來可以在包裝上更加小心。
Ótimo produto. Entrega feita bem antes do prazo. Comprei no mesmo dia com várias lojas. Porém essa foi a que entregou com o menor tempo. Só a embalagem que deixou a desejar. Papelão muito frágil.,很棒的產品。交貨大大提前。我當天從幾家商店買了它。然而，這是在最短的時間內交付的。只有包裝還有待改進。非常脆弱的紙板。
Os produtos são de ótima qualidade.,產品品質優良。
Relógio muito bom.,非常好的手錶。
Ainda nao instalei mais gostei muito,我還沒有安裝，但我真的很喜歡它
Recebi o produto rapidamente porém veio na cor errada.,我很快就收到了產品，但顏色不對。
"Até antes do prazo estipulado a mercadoria foi entregue, sendo o prazo me dado em 28/03 e foi entregue em 19/03.....SUPER RECOMENDO",貨物在規定的截止日期前交付，給我的截止日期是 28/03，並於 19/03 交付......我強烈推薦
Não recebi o produto fiquei muito desapontada,我沒有收到產品，我感到非常失望
Produto chegou com um amassado na parte de baixo da estrutura. vou testar para verificar se afetou o funcionamento. Acredito que foi no transporte.,產品到達時結構底部有凹痕。我會測試是否會影響操作。我相信它是在運輸中。
Bom muito bom estou satisfeito,很好很好我很滿意
"Até o momento nem recebi o produto nem mesmo o dinheiro de volta já tentei por várias vezes receber o dinheiro de volta, contudo me deparo com o problemas no site quando tento preencher o formulário.",到目前為止我還沒有收到產品，甚至沒有退款。我曾多次嘗試退款，但當我嘗試填寫表格時，我在網站上遇到了問題。
"Produto não foi entregue , foi entregue somente 1 envelope que dentro tinha um panfleto loja , não estou querendo enganar ninguém , só não sei oque aconteceu , caso não receber simples não compro mais",產品沒有交付，只交付了 1 個信封，裡面有一張商店傳單，我不是想欺騙任何人，我只是不知道發生了什麼，如果我沒有收到它，我不會再購買
"Não recomendo!!! Cancelei a compra, fui cobrada e não obtive NENHUM retorno da loja. Quero devolver e receber o extorno.",我不推薦！我取消了購買，被收取費用，但商店沒有回應。我想退貨並收到退款。
"Produto muito bom, entrega rápida, antes do prazo, facilidade na compra. Nada a reclamar. Recomendo.",非常好的產品，交貨快，提前，購買方便。沒什麼好抱怨的。我推薦。
"produto bom dentro do esperado, entrega rápida, pena que algumas emissoras não libera o sinal digital via satélite, como globo,record, gazeta,",一如既往的好產品，交貨快，遺憾的是有些廣播公司不透過衛星發布數位訊號，例如環球、唱片、公報、
"Perfume de um aroma muito agradável, ideal para os dias e noites quentes de verão.",香水俱有非常宜人的香氣，非常適合炎熱的夏日和夜晚。
"Pedi 3 cadeiras e só enviaram 2. E para piorar, deram como entregue segundo o site. Abri reclamação há dois dias e até hoje nada, nenhuma respostas. Quero os 100 reais de volta logo e urgente!",我訂了3張椅子，他們只送了2把。更糟的是，他們說是按照網站送的。我前兩天已經投訴了，但仍然沒有任何回應。我急切地想要那 100 雷亞爾！
"Chegou em 2 dias, foi super rápida a entrega!",2天到了，送貨速度超快！
"Boa tarde, foi antes do prazo",下午好，截止日期前
"Comprei 2 produtos e somente 1 chegou, aguardando retorno da lojas lannister sobre isso.",我買了 2 件產品，但只到貨了 1 件，正在等待蘭尼斯特商店對此的回應。
Produto veio com amassados e também não está funcionando corretamente.,產品到達時有凹痕，而且也無法正常運作。
cartucho veio queimado e não conseguem resolver meu problema,墨盒燒毀了，他們無法解決我的問題
meu pedido nao veio comprei dois relogio branco so veio 1,我的訂單沒到，我買了兩隻白表，只到了一隻
"Recebi o produto 1 dia após a compra, porém ele veio com defeito. Fiz a solicitação do estorno do valor e a devolução do produto. Estou aguardando a resposta.",我在購買 1 天後收到了產品，但它有缺陷。我要求退款並退回產品。我在等待答案。
"não consegui receber o produto. quero cancelar a compra

como devo fazer?","我無法收到產品。我想取消購買

我該怎麼辦？"
